Provinsi,Kab/Kota,Prob_Klaster_0,Prob_Klaster_1,Prob_Klaster_2,Prob_Klaster_3,Prob_Klaster_4,Prob_Klaster_5,Klaster
JAWA BARAT,Indramayu,0.9999999999781153,5.3980392654023477e-42,3.995241997742902e-14,0.0,1.6567916273736298e-11,5.2767100852912384e-12,0
JAWA BARAT,Subang,0.9725337659889376,4.3901003564002395e-13,1.0294495203451461e-06,2.820981511516936e-122,0.024061962332268934,0.0034032422288342856,0
JAWA BARAT,Purwakarta,0.9984358928666004,4.7354929735488244e-29,0.0015640579492583247,0.0,4.862055074502726e-08,5.635904701019266e-10,0
JAWA BARAT,Karawang,8.001385127146904e-05,0.0,0.9999199861487288,0.0,8.451838612365563e-136,8.681710713703392e-153,2
JAWA BARAT,Bekasi,6.629951657085009e-13,0.0,0.9999999999993374,0.0,6.113714078999765e-301,0.0,2
JAWA BARAT,Bandung Barat,0.9996474732828075,7.691785595205573e-20,0.00015825589631903074,8.017429751906595e-150,0.0001807170153807372,1.3553805492590848e-05,0
JAWA BARAT,Pangandaran,0.0011650175195176754,0.946282759906282,3.8390784335198073e-35,5.951674610363169e-06,0.00010932214077324867,0.0524369487588168,1
JAWA BARAT,Kota Bogor,0.8894057824810984,2.279211638321943e-21,0.1104763299072493,9.823541917392728e-165,0.00011643358541595378,1.45402623622183e-06,0
JAWA BARAT,Kota Sukabumi,0.6198016135512513,5.11416080865487e-14,0.0013625856236288913,4.88136344005057e-07,0.2974409463218834,0.08139436636684137,0
JAWA BARAT,Kota Bandung,2.3029346950461635e-07,0.0,0.9999997697065303,0.0,7.905608866220628e-190,7.576341571729948e-238,2
JAWA BARAT,Kota Cirebon,0.7153993133015262,2.54066541607729e-12,2.0412990741814706e-05,1.843980949190286e-35,0.26081779677676703,0.02376247692842453,0
JAWA BARAT,Kota Bekasi,0.8587180174230633,5.148079144830854e-63,0.14128198257693655,0.0,6.184233035615627e-18,3.732055662761475e-27,0
JAWA BARAT,Kota Depok,0.9973538858193982,4.603829624257341e-31,0.00264244975652757,0.0,3.664424048632752e-06,2.5813060174127783e-14,0
JAWA BARAT,Kota Cimahi,0.6766901884936752,8.67199003000401e-23,0.3215133643520904,2.7841690864159235e-71,0.00178300937014648,1.3437784088120207e-05,0
JAWA BARAT,Kota Tasikmalaya,0.1429876440962842,6.072862960995775e-05,6.074779955139674e-19,1.2306358385810376e-30,0.8235127135830473,0.03343891369105873,4
JAWA BARAT,Kota Banjar,0.007553314329701838,0.002621131036845191,3.8808377810407853e-17,0.5651070034537854,0.0005720306198748115,0.4241465205597927,3
JAWA TENGAH,Cilacap,0.9999946988559493,2.6096351378344265e-110,5.301144051083339e-06,0.0,2.1329279595006716e-35,1.8140089461328818e-37,0
JAWA TENGAH,Banyumas,0.9849130992555758,1.6783218480483096e-16,4.257174745274121e-25,3.7168099724700885e-269,0.012579590568905405,0.0025073101755186964,0
JAWA TENGAH,Purbalingga,0.03627967889774689,0.005050629332698783,6.284684118948948e-34,3.267453091496139e-41,0.9576177707749995,0.0010519209945548452,4
JAWA TENGAH,Banjarnegara,0.03271004834174507,0.023086881197118356,5.288252115400355e-35,7.791305162887066e-30,0.9434702916067426,0.0007327788543941016,4
JAWA TENGAH,Kebumen,0.022622933513953294,0.0008463064702783386,1.053051983440698e-38,3.1648921261763936e-57,0.9764423488008243,8.841121494420759e-05,4
JAWA TENGAH,Purworejo,0.011262586960228837,0.8775198993675103,4.6492611773114295e-38,7.519469338236548e-22,0.02374923400891363,0.08746827966334741,1
JAWA TENGAH,Wonosobo,0.014744868147133617,0.10970264104343522,6.828639324672913e-43,1.031068466018999e-23,0.875523447581305,2.9043228126275065e-05,4
JAWA TENGAH,Magelang,0.07864981638764494,0.0003240079274052412,5.525466044292781e-28,3.1911343055082558e-80,0.46247108213903,0.45855509354591995,4
JAWA TENGAH,Boyolali,0.05879047260036684,0.00027406855792719146,2.8843802076881664e-25,5.063691588141598e-78,0.30202893700803196,0.6389065218336741,5
JAWA TENGAH,Klaten,0.22483302189875282,9.959799655329368e-07,1.3341920531455629e-28,3.9209612178209974e-123,0.6379841535962497,0.1371818285250322,4
JAWA TENGAH,Sukoharjo,0.05098908522012073,7.146302707546054e-07,9.520678190707138e-30,9.62127102947296e-115,0.31537109367135596,0.6336391064782525,5
JAWA TENGAH,Wonogiri,0.029526048675773707,0.0015594676192323901,3.366052130153562e-42,4.6925692019692604e-65,0.11037395447419353,0.8585405292308005,5
JAWA TENGAH,Karanganyar,0.17858762203327155,2.7174421841241985e-06,3.7741185577505764e-21,3.6998472686900364e-107,0.4524179540638673,0.36899170646067725,4
JAWA TENGAH,Sragen,0.13131489457930828,6.338217481358229e-06,2.1788823152764193e-33,4.981032810206486e-113,0.7190079072217023,0.1496708599815079,4
JAWA TENGAH,Grobogan,0.06392054834779774,0.022736900978211818,1.996365110343972e-33,1.6581996002200216e-55,0.4890397518765861,0.4243027987974042,4
JAWA TENGAH,Blora,0.048270213661461364,0.14489620423753694,5.910125706159859e-36,1.3134958330857217e-43,0.2548010237839973,0.5520325583170043,5
JAWA TENGAH,Rembang,0.012080679452510673,0.8547477011106892,9.689851998360712e-47,1.2106288693945108e-23,0.13204756727876693,0.0011240521580331397,1
JAWA TENGAH,Pati,0.21577533466828433,6.735043017803187e-09,5.684397330520546e-26,1.3707023968722857e-153,0.502530986031367,0.28169367256530553,4
JAWA TENGAH,Kudus,0.999999995604723,3.4289760366569772e-65,4.85299759977846e-23,0.0,4.395276815289742e-09,1.1426997299435965e-17,0
JAWA TENGAH,Jepara,0.01761635039905548,0.0011145086788528441,1.1761621511015286e-24,1.8246142042368915e-66,0.08990050934455862,0.8913686315775331,5
JAWA TENGAH,Demak,0.07948956414870974,0.024241766040161285,3.985353502952153e-29,5.894159565560764e-47,0.6416334589442729,0.2546352108668562,4
JAWA TENGAH,Semarang,0.49667096230042734,2.125844006428979e-12,1.1542250481294346e-19,3.2668144201724323e-202,0.48195076146255417,0.02137827623489284,0
JAWA TENGAH,Temanggung,0.009754974434942375,0.2545959942906327,1.2159900371162627e-38,4.569031847133188e-30,0.008723049583849164,0.7269259816905758,5
JAWA TENGAH,Kendal,0.8217232573518628,2.561913491193391e-10,3.0280085617616446e-13,1.718056895910094e-150,0.14193032979016698,0.03634641260147607,0
JAWA TENGAH,Batang,0.05642154768222719,0.0026539118382297145,1.7175307029600834e-17,4.894023700016474e-29,0.18871263040372352,0.7522119100758197,5
JAWA TENGAH,Pekalongan,0.020259628701668246,0.14281104436172623,6.931363017807638e-30,8.170246100832417e-35,0.06546552204229299,0.7714638048943125,5
JAWA TENGAH,Pemalang,0.04215096242389214,0.0003783626844649139,1.928273468399455e-31,5.626621805477655e-48,0.9569891824814236,0.0004814924102193701,4
JAWA TENGAH,Tegal,0.9099240792484774,3.874216465055245e-12,5.124761105922789e-05,5.163993419630216e-89,0.07826191475036941,0.011762758386219771,0
JAWA TENGAH,Brebes,0.9970821405018089,6.964733972484887e-15,2.0080476139589457e-19,8.51323058019312e-174,0.0029050937914835684,1.2765706700161271e-05,0
JAWA TENGAH,Kota Magelang,0.17165875447776444,6.510488865395207e-08,5.36604424261332e-08,0.014195500195252645,0.10640971959491159,0.7077359069667402,5
JAWA TENGAH,Kota Surakarta,0.9788572573983184,4.3552817093082115e-14,6.100294536887628e-11,8.14938892111412e-203,0.019370232987706654,0.001772509552928483,0
JAWA TENGAH,Kota Salatiga,0.015631969663906783,0.0002121993712866334,4.421713164668873e-11,1.8656344564361364e-07,0.014367868161366834,0.9697877761957769,5
JAWA TENGAH,Kota Semarang,0.03259512239013633,1.0447527813600573e-300,0.9674048776098636,0.0,8.71341778640781e-87,7.199363491314158e-118,2
JAWA TENGAH,Kota Pekalongan,0.026485393373531837,0.0009121163093100822,3.678820134983553e-14,0.0011564249856154708,0.015509181250849113,0.9559368840806567,5
JAWA TENGAH,Kota Tegal,0.11333067502538523,3.971978229917952e-06,9.082802472964906e-10,1.318729589628718e-11,0.1640058969031721,0.7226594551717451,5
D I YOGYAKARTA,Kulon Progo,0.002169731898648269,0.9516187698229464,6.027777696846375e-56,3.6274147654774125e-07,0.04621094207790367,1.934590251685537e-07,1
D I YOGYAKARTA,Bantul,0.0691097234565192,0.046555058448227805,1.5346298379880586e-38,6.869569811896451e-54,0.7280298086436985,0.1563054094515547,4
D I YOGYAKARTA,Gunung Kidul,0.013950828457982114,0.8103531201669927,9.62383800575993e-63,7.348128065023193e-26,0.1756282426112146,6.780876381049783e-05,1
D I YOGYAKARTA,Sleman,0.565939705355263,3.5540453244516107e-12,3.929641296649498e-20,1.2457842775040501e-200,0.3996381878903464,0.03442210675083671,0
D I YOGYAKARTA,Kota Yogyakarta,0.8865103652066807,2.68415592033254e-11,4.969822388191157e-06,6.8670979065744605e-115,0.10194425424025996,0.011540410703829709,0
JAWA TIMUR,Pacitan,0.0042782663972870325,0.9910388913917804,5.753997655223704e-56,2.7317393978085914e-14,0.004174815888958721,0.0005080263219465933,1
JAWA TIMUR,Ponorogo,0.014380808142856097,0.3175690864659386,5.470247648874205e-29,2.8116753985789806e-25,0.03122231322207752,0.6368277921691278,5
JAWA TIMUR,Trenggalek,0.008104094541689394,0.9030983940991067,5.953563308771088e-38,1.655962422917893e-19,0.0127906652595835,0.0760068460996203,1
JAWA TIMUR,Tulungagung,0.09476358748354356,2.827702975160827e-06,9.419900153975897e-21,1.0197728503004458e-109,0.47329773569489364,0.4319358491185874,4
JAWA TIMUR,Blitar,0.03763319313923703,1.4829466684267351e-05,1.0311808540692586e-30,9.729486420632033e-98,0.21136589839716655,0.7509860789969123,5
JAWA TIMUR,Kediri,0.19837702134233232,2.623703951817133e-07,3.2834311051441754e-26,9.126569486890014e-131,0.49953358548347876,0.30208913080379374,4
JAWA TIMUR,Malang,0.9999999999861315,5.546868202240761e-60,2.8536384092775966e-20,0.0,1.3867689622489479e-11,6.696283177159948e-16,0
JAWA TIMUR,Lumajang,0.022198640869789756,0.0005594681335275474,1.1734154155053448e-32,2.23130410537663e-73,0.11130276255490777,0.8659391284417749,5
JAWA TIMUR,Jember,0.9999921092856668,4.361538884417525e-35,1.0614976410478856e-20,0.0,7.872015282732714e-06,1.8699050237705143e-08,0
JAWA TIMUR,Banyuwangi,0.9999824303896039,1.4122905556978336e-36,3.468547424837327e-17,0.0,1.756904651938694e-05,5.638765347427496e-10,0
JAWA TIMUR,Bondowoso,0.026238823536952564,0.7193325827413372,1.1829023030912205e-38,7.556306748158054e-23,0.24544668832255187,0.008981905399158423,1
JAWA TIMUR,Situbondo,0.012847711146784548,0.8773820807252997,4.915882496969817e-38,2.46575237028335e-22,0.03216249874924772,0.07760770937866811,1
JAWA TIMUR,Probolinggo,0.015641535624938724,0.0003186987634751685,1.1807390883232677e-50,1.0547614084429595e-83,0.9839808706678062,5.8894943779810985e-05,4
JAWA TIMUR,Pasuruan,0.9999999999999298,4.043321903832726e-163,7.01369858741149e-14,0.0,4.2429251845174553e-39,9.810027772452127e-51,0
JAWA TIMUR,Sidoarjo,0.0043772989711766425,7.524017204100538e-282,0.9956227010288236,0.0,8.107008441150103e-89,6.953810377532593e-112,2
JAWA TIMUR,Mojokerto,0.999999950913362,5.174556933452614e-44,2.4232858655608246e-20,0.0,4.904666520196001e-08,3.9972787497562113e-11,0
JAWA TIMUR,Jombang,0.4780085588115568,5.211988146614997e-08,7.886578388992673e-15,1.5444394125027024e-119,0.3622543846329932,0.15973700443556063,0
JAWA TIMUR,Nganjuk,0.057013906288175896,0.03383733262763635,1.952067887001731e-28,1.2366981787132612e-45,0.34743289627410845,0.5617158648100793,5
JAWA TIMUR,Madiun,0.04216006699796483,0.5113676448857442,7.862738567399558e-29,8.529757100523414e-20,0.14423982458350296,0.30223246353278815,1
JAWA TIMUR,Magetan,0.008848784816053652,0.653273686315306,9.202285537696349e-33,8.319422317573579e-21,0.012196492986213045,0.3256810358824273,1
JAWA TIMUR,Ngawi,0.018175577153624983,0.747573879792601,2.242822714957958e-42,9.296701826739376e-23,0.2323195695482085,0.001930973505565416,1
JAWA TIMUR,Bojonegoro,0.9999999997810045,9.191684244000612e-55,9.605624070302425e-29,0.0,2.16865432458379e-10,2.1299763918793536e-12,0
JAWA TIMUR,Tuban,0.988121938367361,4.793202130989669e-20,9.576644526479816e-39,1e-323,0.010771314972136632,0.0011067466605026238,0
JAWA TIMUR,Lamongan,0.15163922385593304,3.053416593211256e-06,1.2383192673995045e-32,5.83081790514706e-118,0.7105550103222134,0.13780271240526046,4
JAWA TIMUR,Gresik,0.999999999989388,4.5325385536248926e-138,1.0612149269491378e-11,0.0,1.522575146464933e-39,5.486535454679852e-43,0
JAWA TIMUR,Bangkalan,0.003128616493560273,5.528440188662189e-07,2.2536191845674223e-41,1.8094071807389302e-39,0.9968708302933129,3.6910803309258315e-10,4
JAWA TIMUR,Sampang,0.00024101545908656702,0.1021930672316481,1.4414096680120498e-79,2.4265791569520823e-25,0.8975659173083762,8.892305702983963e-13,4
JAWA TIMUR,Pamekasan,0.0036793263892514723,0.9836499429470829,1.7500137002096597e-49,4.415058175570874e-15,0.012287052064936863,0.0003836785987244834,1
JAWA TIMUR,Sumenep,0.007029395680259567,2.8505938937081106e-05,2.86821786872887e-72,7.465932609331335e-91,0.9929375745853362,4.523795467607802e-06,4
JAWA TIMUR,Kota Kediri,0.9999999999876685,2.551835643118615e-100,1.2331090928044456e-11,0.0,4.139820580538523e-22,1.1501133843395206e-32,0
JAWA TIMUR,Kota Blitar,0.02059422636638827,0.0010757337514494822,1.189217746172906e-15,0.39785363421641257,0.004866203485258623,0.5756102021804899,5
JAWA TIMUR,Kota Malang,0.996807069709737,3.8247254206835123e-35,0.0031928794340786624,0.0,5.085616880404078e-08,1.516108497152311e-14,0
JAWA TIMUR,Kota Probolinggo,0.017683937789471478,0.0035484613310093082,2.3462379935899174e-15,6.14221975177063e-05,0.01115487459485681,0.9675513040871424,5
JAWA TIMUR,Kota Pasuruan,0.010750849100047543,0.005786764882290917,3.652996855324143e-16,0.09657100991022029,0.002375138952768149,0.8845162371546728,5
JAWA TIMUR,Kota Mojokerto,0.011577142980372764,0.00024007870415582608,2.016772040437272e-13,0.2761941889640452,0.002327639965229465,0.7096609493859951,5
JAWA TIMUR,Kota Madiun,0.04425244780332224,4.8449913205082105e-06,3.2696893398701995e-08,1.6901521887118774e-09,0.051149258697649184,0.9045934141206626,5
JAWA TIMUR,Kota Surabaya,2.5185956110553933e-38,0.0,1.0,0.0,0.0,0.0,2
JAWA TIMUR,Kota Batu,0.009933620769645062,0.00416802476135605,9.83164059648348e-13,2.1152662941884227e-11,0.012871809760614942,0.973026544686248,5
BANTEN,Pandeglang,0.2143546716270132,1.0602443227506038e-05,2.4987968113065173e-14,9.533532380942882e-53,0.5102879374880291,0.2753467884417052,4
BANTEN,Lebak,0.2600424532927286,2.957869428394472e-06,4.748654824320877e-13,9.360923397566583e-60,0.46785136380372927,0.27210322503363865,4
BANTEN,Tangerang,0.9979805798619867,5.292565968813182e-128,0.002019420138013453,0.0,1.2239055639840095e-35,1.7451085412099565e-47,0
BANTEN,Serang,0.9616218183297838,7.430864254380104e-39,0.03837818135516997,0.0,3.1504531805674253e-10,6.715193072875423e-16,0
BANTEN,Kota Tangerang,0.9797288514469202,4.062814334801584e-155,0.020271148553079796,0.0,1.0841934227087988e-42,3.178681915197275e-59,0
BANTEN,Kota Cilegon,0.9506028712190496,9.709965257203122e-77,0.049397128780950005,0.0,9.948485896018863e-21,9.745145837892686e-33,0
BANTEN,Kota Serang,0.6838078437791382,5.148113140951652e-10,5.174074560691215e-05,3.2732636932323026e-72,0.26369974044309114,0.05244067451735228,0
BANTEN,Kota Tangerang Selatan,0.9998724961258473,5.923856580360908e-48,0.0001275023356721082,0.0,1.53848078053169e-09,3.133108148060118e-21,0
BALI,Jembrana,0.0008811266511667546,0.5555705007111573,6.156145460163574e-24,1.2720759596651381e-06,0.00011655844339363055,0.4434305421183226,1
BALI,Tabanan,0.002623357590231064,0.21963353581343278,3.756477835731444e-24,5.233404052287253e-24,0.002780904516387205,0.7749622020799488,5
BALI,Badung,0.14133173913089256,1.8648599598763205e-08,9.117140051926657e-10,2.3853243417907567e-119,0.85724669282641,0.0014215484823841753,4
BALI,Gianyar,0.04314190456112192,0.0005874424241874004,1.9617272113174442e-11,2.517469933942099e-34,0.15533316327849392,0.8009374897165793,5
BALI,Klungkung,0.0031275414959391168,0.06465841480090728,8.4403750841215085e-19,0.14619228938061074,0.000274828747135807,0.7857469255754069,5
BALI,Bangli,0.0001922976723602531,0.9034178118649258,1.5960316960446296e-36,0.026128061655912062,1.1015495155831584e-07,0.07026171865185035,1
BALI,Karang Asem,0.000906020345383576,0.6702132208349464,3.151905554772119e-35,5.48186786746924e-12,5.12732343155096e-05,0.32882948557987274,1
BALI,Buleleng,0.03564617730929648,0.0008368785213240097,9.504571122369119e-18,2.0009349671465477e-63,0.2000907027688813,0.7634262414004982,5
BALI,Kota Denpasar,0.27886495729735095,1.1989707845854163e-10,3.0525240587752015e-09,2.9281835724567418e-154,0.7208678419236174,0.0002671976066104396,4
NUSA TENGGARA BARAT,Lombok Barat,0.0029827646581627705,0.9905027513377243,8.239099655452865e-46,8.115040943419089e-12,0.0057399291464849496,0.000774554849512973,1
NUSA TENGGARA BARAT,Lombok Tengah,0.005622422387669704,0.9799379083357528,6.482566519014647e-49,4.2856039489734395e-17,0.004248380375337098,0.010191288901240382,1
NUSA TENGGARA BARAT,Lombok Timur,0.015307884688260127,0.8978372042476304,5.477679910679517e-51,3.690342609099736e-26,0.08324396764044824,0.0036109434236614377,1
NUSA TENGGARA BARAT,Sumbawa,0.0029373005195745066,0.991310247531785,7.597249651533428e-44,4.7419876692810915e-11,0.004163173733931066,0.0015892781672895346,1
NUSA TENGGARA BARAT,Dompu,0.0012252988076954742,0.9442442172611945,2.8971460663703695e-43,0.053783069442858,7.940804701226296e-05,0.0006680064412398627,1
NUSA TENGGARA BARAT,Bima,0.0021540716255333127,0.9974180992603546,5.937174336505866e-59,1.1388860091928815e-06,0.0003298325044750804,9.685772362790347e-05,1
NUSA TENGGARA BARAT,Sumbawa Barat,0.08089738499401544,0.07342273642094813,1.9363569411022589e-29,2.044784568765213e-33,0.7450044047976466,0.10067547378738996,4
NUSA TENGGARA BARAT,Lombok Utara,1.169746047914573e-07,0.000591343873480884,2.1476211366110616e-113,0.9988322690654831,0.0005762700864311611,1.0625013213339757e-24,3
NUSA TENGGARA BARAT,Kota Mataram,0.011068798999959847,0.10406252090788753,1.6321329245003828e-22,6.526155929630318e-20,0.019124307244022365,0.8657443728481302,5
NUSA TENGGARA BARAT,Kota Bima,0.0014276620421635432,0.6586216505175334,4.6090678472203895e-32,0.3031402307415953,1.1816006690924441e-05,0.03679864069201694,1
NUSA TENGGARA TIMUR,Sumba Barat,7.421989660906104e-09,3.5506006439606927e-05,4.2081969693749333e-122,0.9998317858482791,0.00013270072329155515,4.9787883135664197e-29,3
NUSA TENGGARA TIMUR,Sumba Timur,1.258773356028191e-08,0.00010874940344656455,9.102077064063636e-115,0.9783433555770821,0.021547882431737792,1.2994097227014118e-29,3
NUSA TENGGARA TIMUR,Kupang,0.00012774655433002202,0.05572130464859321,4.856470173286029e-73,0.8442001926222839,0.09995075617478758,5.152973704819401e-15,3
NUSA TENGGARA TIMUR,Timor Tengah Selatan,3.4473176392473808e-06,0.021425314141370763,1.0993146769001255e-102,0.9326175811629037,0.04595365737808641,8.881899970993231e-22,3
NUSA TENGGARA TIMUR,Timor Tengah Utara,1.4589673456576378e-05,0.003677654824261625,2.3799910827576453e-73,0.9920759788471242,0.004231776655157297,3.4220944712414643e-16,3
NUSA TENGGARA TIMUR,Belu,0.00399515207433098,0.007968854428047092,1.5144268928679552e-37,0.9791309201333819,0.008902555468961728,2.5178952782962414e-06,3
NUSA TENGGARA TIMUR,Alor,3.339628066639081e-05,0.0251174772843792,3.5738576600931804e-76,0.9745653191380159,0.0002838072969074955,3.099117366741448e-14,3
NUSA TENGGARA TIMUR,Lembata,1.2655831636349713e-06,1.7866528014370093e-05,6.875745621603257e-83,0.9501271326844264,0.049853735204395414,2.660574581495744e-23,3
NUSA TENGGARA TIMUR,Flores Timur,0.0022915521749247558,0.5326653958867149,5.475157050253453e-35,0.4597593927474267,9.109028598615591e-05,0.005192568904947543,1
NUSA TENGGARA TIMUR,Sikka,0.003956446770216268,0.12987364270897814,7.327854686842218e-36,0.8648318073649911,0.001057559905148011,0.0002805432506664575,3
NUSA TENGGARA TIMUR,Ende,1.0213642083186347e-05,0.02552937335015706,1.0232541641679106e-89,0.9690437865031236,0.005416626504636143,6.323501347060084e-18,3
NUSA TENGGARA TIMUR,Ngada,0.0013642596374691897,0.6545310624824755,1.8684436723465067e-43,0.34384687521792934,2.2417759343721686e-05,0.00023538490278233358,1
NUSA TENGGARA TIMUR,Manggarai,8.181750554127699e-05,0.020489546234640655,2.9378037084451328e-65,0.9772648134806109,0.0021638227782303223,9.768498900226664e-13,3
NUSA TENGGARA TIMUR,Rote Ndao,2.113311719743073e-08,2.4236466253262717e-05,1.7862206731121894e-103,0.9964601979432772,0.0035155444573523216,1.193041389408131e-27,3
NUSA TENGGARA TIMUR,Manggarai Barat,0.0011080419735671537,0.006681863408749919,3.782255914104589e-47,0.9843926868139269,0.007817403836647249,3.9671087608094366e-09,3
NUSA TENGGARA TIMUR,Sumba Tengah,4.648538036553431e-13,2.1509978664954436e-08,8.642744817291012e-165,0.999942300711705,5.767777785146954e-05,6.441925859482026e-45,3
NUSA TENGGARA TIMUR,Sumba Barat Daya,1.1182564575519568e-08,7.018107287575315e-05,5.0594970998265465e-118,0.999623971958915,0.00030583578564474177,5.454741526954531e-28,3
NUSA TENGGARA TIMUR,Nagekeo,0.002071995317357611,0.8461959034200713,9.602210297336888e-58,0.1516657416910723,8.888003619909807e-07,6.547077113685e-05,1
NUSA TENGGARA TIMUR,Manggarai Timur,9.579171088728899e-08,0.0003103774350873978,6.639041550192245e-109,0.9994782783979369,0.0002112483752647897,1.8762324380986558e-24,3
NUSA TENGGARA TIMUR,Sabu Raijua,7.05031238580969e-10,4.0800612549272634e-06,1.1341852059325945e-137,0.999932433690503,6.348554321094785e-05,1.3386704961369854e-33,3
NUSA TENGGARA TIMUR,Malaka,0.001037619270684487,0.1955261151211277,1.6842372215219652e-51,0.8031084197492381,0.0003277098981399416,1.3596080981083968e-07,3
NUSA TENGGARA TIMUR,Kota Kupang,0.5041841723006154,6.675076603657102e-10,2.6105830800985714e-06,7.002313254854417e-32,0.3792140431354151,0.11659917331338186,0
KALIMANTAN BARAT,Sambas,0.0035450691781640713,0.24798630759114634,3.423066107413481e-27,1.8881264543590142e-22,0.0034537782946082313,0.7450148449360813,5
KALIMANTAN BARAT,Bengkayang,0.0019032841621488105,0.4757518999489225,6.4959978558268965e-24,0.047006763724505185,9.516644854995963e-05,0.47524288571587353,1
KALIMANTAN BARAT,Landak,0.001294391930865908,0.9858061768802229,4.0822038756831224e-38,8.852038183472227e-05,0.00014107563363819237,0.012669835173438324,1
KALIMANTAN BARAT,Pontianak,0.016917496396656812,5.584417727837955e-06,7.632838998784948e-10,0.1481136494155533,0.004818563380134512,0.8301447056266437,5
KALIMANTAN BARAT,Sanggau,0.0017175725117030056,0.36623856188936493,4.9715750156627333e-26,2.9421293719749225e-21,0.0010398997909229523,0.6310039658080092,5
KALIMANTAN BARAT,Ketapang,0.10210858573969728,0.0002609118787088489,1.652971051266758e-16,3.533122932508648e-45,0.3557757584638989,0.5418547439176947,5
KALIMANTAN BARAT,Sintang,0.0027786894347403912,0.7943125956733379,3.0839071695468454e-30,4.448751505907079e-09,0.0008918789633487079,0.20201683147982152,1
KALIMANTAN BARAT,Kapuas Hulu,0.003129061901027808,0.8199119211844409,1.7154531610525256e-28,0.006439297734291213,0.0003067326578620288,0.17021298652237796,1
KALIMANTAN BARAT,Sekadau,0.0003324642047098032,0.8502659118680287,8.582396123218661e-32,0.0590412907285554,1.3010543067835122e-06,0.09035903214439926,1
KALIMANTAN BARAT,Melawi,0.0009068079807389947,0.8050554301107344,3.392039870076786e-44,0.19342284384692085,1.2679777991428872e-05,0.000602238283614273,1
KALIMANTAN BARAT,Kayong Utara,0.002220239335710415,0.5700112899149545,1.5479432887816366e-31,0.39558119158370414,2.4408625623032947e-05,0.0321628705400078,1
KALIMANTAN BARAT,Kubu Raya,0.0723130939603362,0.0002811682268797275,1.4840368631787845e-10,6.508201017243689e-42,0.31532192445598667,0.6120838132083939,5
KALIMANTAN BARAT,Kota Pontianak,0.7719692991993442,3.8867815478728014e-20,0.2231469061062245,1.3022532972060675e-82,0.004860973960713681,2.2820733717351895e-05,0
KALIMANTAN BARAT,Kota Singkawang,0.0962605382961477,4.097771189622249e-09,1.3826927563107673e-05,0.007041823460041578,0.0472921490794493,0.8493916581390273,5
KALIMANTAN TENGAH,Kotawaringin Barat,0.003540407011909194,0.21204527718584978,1.0477344501535938e-19,8.329245055029708e-20,0.0047492891218766636,0.7796650266803645,5
KALIMANTAN TENGAH,Kotawaringin Timur,0.012594889211919553,0.011595986138705213,5.397039097165069e-19,1.4036321171760438e-41,0.04903962447457083,0.9267695001748045,5
KALIMANTAN TENGAH,Kapuas,0.0026793105009793794,0.1832452173377012,3.013869409080556e-20,4.080535093635799e-12,0.0016718750791780146,0.8124035970780609,5
KALIMANTAN TENGAH,Barito Selatan,0.0006358707995290512,0.39461439509375035,1.6360038692773178e-23,0.2845946379926176,8.299409516878299e-06,0.3201467967045861,1
KALIMANTAN TENGAH,Barito Utara,0.0028287766749985443,0.14618604009629568,1.2557265436614668e-19,0.003390030787734851,0.0004175844400260767,0.8471775680009448,5
KALIMANTAN TENGAH,Sukamara,0.0007404240087649357,0.13046777587958827,1.4216286435385498e-20,0.4761274468401216,7.226336040755682e-06,0.3926571269354844,3
KALIMANTAN TENGAH,Lamandau,0.00010496759619384474,0.8807088584425037,3.337950878173585e-32,0.055040659296913604,8.18873795075365e-08,0.06414543277700949,1
KALIMANTAN TENGAH,Seruyan,0.0020016831884162203,0.6230228455567606,1.1424043588517649e-25,0.024345721615144814,0.00010797265553639596,0.35052177698414205,1
KALIMANTAN TENGAH,Katingan,0.002590363147766838,0.03119524028922113,6.112556196276485e-18,0.28393432250621947,0.00019330955114396935,0.6820867645056486,5
KALIMANTAN TENGAH,Pulang Pisau,0.00014740046166869023,0.8422818521434705,3.0048356296911293e-31,0.07802697170705894,1.5126039350862107e-07,0.07954362442740834,1
KALIMANTAN TENGAH,Gunung Mas,0.0002935711189464233,0.768054117243011,1.1752981272674137e-29,0.11646337145070189,8.467140360888177e-07,0.11518809347330457,1
KALIMANTAN TENGAH,Barito Timur,0.0004368843880553187,0.8469647321546501,2.9680187239103175e-30,0.023810865455360014,4.379832439407087e-06,0.12878313816949516,1
KALIMANTAN TENGAH,Murung Raya,0.0003532973433539584,0.8684102760136952,5.4767054240205995e-31,0.005089366649761648,3.832512594355709e-06,0.12614322748059473,1
KALIMANTAN TENGAH,Kota Palangka Raya,0.005254169488511203,0.03809074226436569,3.830908965118573e-15,2.6676348472098576e-10,0.004919207390329266,0.9517358805900267,5
KALIMANTAN SELATAN,Tanah Laut,0.0006401421909853278,0.64653410388535,3.0716131453379845e-26,1.098960010558806e-10,0.00010326301434834752,0.3527224907994203,1
KALIMANTAN SELATAN,Kota Baru,0.01741023544871782,0.010579953322237455,2.798800566420608e-16,1.5081874077290189e-38,0.07417994787952217,0.8978298633495224,5
KALIMANTAN SELATAN,Banjar,0.001176293578519653,0.6019960840222197,1.562888884888493e-22,2.1633852812985268e-14,0.0006049308433980017,0.39622269155584117,1
