Klaster,PDRB atas Dasar Harga Konstan menurut Pengeluaran (Rupiah),Tingkat Pengangguran Terbuka,Persentase Penduduk Miskin (P0) Menurut Kabupaten/Kota (Persen)
0,59959504.89830509,10.098135593220338,7.806610169491525
1,9906278.220720721,3.2737837837837835,11.693648648648649
2,2917462.4615384615,2.5959615384615384,29.835576923076925
3,360199154.71428573,8.854285714285714,4.967142857142858
4,16549592.764367817,6.21287356321839,9.572413793103447
