Klaster,Tingkat Pengangguran Terbuka,Persentase Penduduk Miskin (P0) Menurut Kabupaten/Kota (Persen)
0,3.990555555555556,10.855246913580247
1,2.572857142857143,29.129285714285714
2,8.683283582089551,8.657164179104477
