Provinsi,Kab/Kota,Prob_Klaster_0,Prob_Klaster_1,Prob_Klaster_2,Klaster
NUSA TENGGARA BARAT,Kota Mataram,3.065134551386155e-12,0.9882308072162039,0.011769192780730962,1
NUSA TENGGARA BARAT,Kota Bima,0.6582392715311394,0.33811829937328564,0.0036424290955749043,0
NUSA TENGGARA TIMUR,Sumba Barat,0.9998931840464089,0.00010681591485628658,3.8734770878676954e-11,0
NUSA TENGGARA TIMUR,Sumba Timur,0.9997517781160848,0.00024822187790972486,6.005246262383511e-12,0
NUSA TENGGARA TIMUR,Kupang,0.9667120047746983,0.033286676306375045,1.3189189264845207e-06,0
NUSA TENGGARA TIMUR,Timor Tengah Selatan,0.9929925421199242,0.007007449463699657,8.416376119916985e-09,0
NUSA TENGGARA TIMUR,Timor Tengah Utara,0.9938419839127408,0.006157546087447655,4.699998115842944e-07,0
NUSA TENGGARA TIMUR,Belu,0.8964202520985548,0.10264326362099487,0.0009364842804503037,0
NUSA TENGGARA TIMUR,Alor,0.9869641953674889,0.013031815208181979,3.98942432906786e-06,0
NUSA TENGGARA TIMUR,Lembata,0.9992500385572115,0.0007499593481467186,2.0946418496240426e-09,0
NUSA TENGGARA TIMUR,Flores Timur,0.752056790636379,0.24483382906353973,0.003109380300081298,0
NUSA TENGGARA TIMUR,Sikka,0.8257578772381583,0.1719636727844519,0.0022784499773897357,0
NUSA TENGGARA TIMUR,Ende,0.9917399206884823,0.008259932998857236,1.4631266047888395e-07,0
NUSA TENGGARA TIMUR,Ngada,0.7311361199461097,0.26622202556430713,0.0026418544895831265,0
NUSA TENGGARA TIMUR,Manggarai,0.9820894669389806,0.017903208910706132,7.324150313314854e-06,0
NUSA TENGGARA TIMUR,Rote Ndao,0.9998555656892834,0.00014443427093760116,3.9779069749276984e-11,0
NUSA TENGGARA TIMUR,Manggarai Barat,0.9451542248679798,0.05468160737040036,0.0001641677616198341,0
NUSA TENGGARA TIMUR,Sumba Tengah,0.9999994844651948,5.155348051668743e-07,5.878517644387173e-17,0
NUSA TENGGARA TIMUR,Sumba Barat Daya,0.999850392080097,0.00014960786672590026,5.3177118758086256e-11,0
NUSA TENGGARA TIMUR,Nagekeo,0.5327332017898093,0.46420898790963805,0.00305781030055261,0
NUSA TENGGARA TIMUR,Manggarai Timur,0.9995375942592665,0.00046240452745503513,1.213278556271171e-09,0
NUSA TENGGARA TIMUR,Sabu Raijua,0.9999723318418975,2.7668156552084183e-05,1.5503969295205558e-12,0
NUSA TENGGARA TIMUR,Malaka,0.8847549493558868,0.11470375739041809,0.000541293253695057,0
NUSA TENGGARA TIMUR,Kota Kupang,1.9688806006703206e-20,0.8524726823512514,0.14752731764874866,1
KALIMANTAN BARAT,Sambas,1.9713147234071516e-13,0.9936462215901342,0.006353778409668713,1
KALIMANTAN BARAT,Bengkayang,0.4880494522259652,0.5080711938362118,0.0038793539378230812,1
KALIMANTAN BARAT,Landak,0.03497456845799969,0.9583003486088327,0.006725082933167747,1
KALIMANTAN BARAT,Pontianak,0.6659400287382855,0.31117676639370195,0.02288320486801241,0
KALIMANTAN BARAT,Sanggau,2.9614469403326056e-12,0.9980223078657127,0.001977692131325679,1
KALIMANTAN BARAT,Ketapang,1.8312639921538428e-29,0.9719785538911955,0.028021446108804592,1
KALIMANTAN BARAT,Sintang,5.341399293077573e-05,0.992305124538236,0.007641461468833172,1
KALIMANTAN BARAT,Kapuas Hulu,0.21228068721560056,0.7799037562384236,0.007815556545975896,1
KALIMANTAN BARAT,Sekadau,0.6550435698023301,0.34378192410039604,0.0011745060972738934,0
KALIMANTAN BARAT,Melawi,0.7543724350858679,0.24367028851179118,0.0019572764023409574,0
KALIMANTAN BARAT,Kayong Utara,0.6360808916224807,0.35914786183881325,0.004771246538706067,0
KALIMANTAN BARAT,Kubu Raya,1.1339995370977165e-26,0.9810712596401538,0.018928740359846187,1
KALIMANTAN BARAT,Kota Pontianak,1.4891026012709103e-53,0.2800302096790501,0.7199697903209502,2
KALIMANTAN BARAT,Kota Singkawang,0.278261773180146,0.5889836576293844,0.13275456919046977,1
KALIMANTAN TENGAH,Kotawaringin Barat,1.197844964356013e-11,0.997033730990379,0.002966268997642617,1
KALIMANTAN TENGAH,Kotawaringin Timur,4.72988450172529e-26,0.9904126894826476,0.00958731051735235,1
KALIMANTAN TENGAH,Kapuas,8.288134828978419e-07,0.9945106035529896,0.005488567633527416,1
KALIMANTAN TENGAH,Barito Selatan,0.730225704072896,0.26872954926427955,0.0010447466628243445,0
KALIMANTAN TENGAH,Barito Utara,0.16901518818136582,0.8240287664226793,0.006956045395954906,1
KALIMANTAN TENGAH,Sukamara,0.656449975323156,0.3421099579796656,0.0014400666971784559,0
KALIMANTAN TENGAH,Lamandau,0.6792162613117455,0.32055632378098037,0.00022741490727431164,0
KALIMANTAN TENGAH,Seruyan,0.40096079081697716,0.5941831601137711,0.004856049069251734,1
KALIMANTAN TENGAH,Katingan,0.7020220674300219,0.294432076774364,0.0035458557956141424,0
KALIMANTAN TENGAH,Pulang Pisau,0.660658908105223,0.33891095235316104,0.0004301395416159385,0
KALIMANTAN TENGAH,Gunung Mas,0.6799826757684669,0.3191125935398674,0.0009047306916658831,0
KALIMANTAN TENGAH,Barito Timur,0.5516536329923993,0.44661457685942424,0.0017317901481765665,0
KALIMANTAN TENGAH,Murung Raya,0.39133475693610403,0.6067846606852916,0.0018805823786043003,1
KALIMANTAN TENGAH,Kota Palangka Raya,8.455515225993256e-06,0.9941335129632209,0.005858031521553214,1
KALIMANTAN SELATAN,Tanah Laut,1.681920358573026e-05,0.9981108628913465,0.0018723179050676789,1
KALIMANTAN SELATAN,Kota Baru,3.954009025879754e-24,0.9913922857874853,0.008607714212514711,1
KALIMANTAN SELATAN,Banjar,6.295985165572499e-08,0.9988029841276524,0.001196952912495952,1
KALIMANTAN SELATAN,Barito Kuala,0.45566416848297414,0.543086349262893,0.0012494822541330134,1
KALIMANTAN SELATAN,Tapin,0.45038056917004804,0.5476580859325965,0.001961344897355407,1
KALIMANTAN SELATAN,Hulu Sungai Selatan,0.62528159741597,0.3741873816337822,0.0005310209502476654,0
KALIMANTAN SELATAN,Hulu Sungai Tengah,0.6405014403852963,0.3576839259993597,0.001814633615343989,0
KALIMANTAN SELATAN,Hulu Sungai Utara,0.6912865557000729,0.304397636638443,0.004315807661484147,0
KALIMANTAN SELATAN,Tabalong,6.758744661853769e-16,0.9960730215045461,0.0039269784954532455,1
KALIMANTAN SELATAN,Tanah Bumbu,8.175433701809619e-18,0.9833426040963286,0.016657395903671476,1
KALIMANTAN SELATAN,Balangan,0.00021614235471600335,0.9977322824993066,0.0020515751459773976,1
KALIMANTAN SELATAN,Kota Banjarmasin,4.579469318923067e-43,0.9234428084673012,0.07655719153269876,1
KALIMANTAN SELATAN,Kota Banjar Baru,0.5049640743090131,0.4905709549620001,0.004464970728986909,0
KALIMANTAN TIMUR,Paser,9.406199333700206e-140,0.544103047607749,0.4558969523922512,1
KALIMANTAN TIMUR,Kutai Barat,2.610691347511606e-41,0.9808323760108196,0.019167623989180347,1
KALIMANTAN TIMUR,Kutai Kartanegara,0.0,1.4423388027903972e-40,1.0,2
KALIMANTAN TIMUR,Kutai Timur,0.0,9.8992353023757e-20,1.0,2
KALIMANTAN TIMUR,Berau,1.4009948363016596e-78,0.9315925076986882,0.06840749230131198,1
KALIMANTAN TIMUR,Penajam Paser Utara,0.19829327445110456,0.7981308374987922,0.0035758880501031713,1
KALIMANTAN TIMUR,Mahakam Hulu,0.5984151238030403,0.39682795024289397,0.004756925954065538,0
KALIMANTAN TIMUR,Kota Balikpapan,0.0,2.0499439390860485e-16,1.0,2
KALIMANTAN TIMUR,Kota Samarinda,1.80778311933925e-228,0.014167891513372773,0.9858321084866272,2
KALIMANTAN TIMUR,Kota Bontang,6.771318824458421e-163,0.09571331992189752,0.9042866800781024,2
KALIMANTAN UTARA,Malinau,0.010995515003199308,0.9824056566567759,0.006598828340024858,1
KALIMANTAN UTARA,Bulungan,2.909514211698776e-09,0.9906470602130719,0.009352936877413865,1
KALIMANTAN UTARA,Tana Tidung,0.7310292719174354,0.2659439336299961,0.0030267944525684673,0
KALIMANTAN UTARA,Nunukan,4.5403218197353363e-20,0.9932082032613673,0.006791796738632654,1
KALIMANTAN UTARA,Kota Tarakan,1.4566779996300774e-46,0.981120740317534,0.0188792596824661,1
SULAWESI UTARA,Bolaang Mongondow,0.49993796555112563,0.49368423854756865,0.00637779590130573,0
SULAWESI UTARA,Minahasa,1.0576425095210351e-08,0.9818942396153292,0.018105749808245645,1
SULAWESI UTARA,Kepulauan Sangihe,0.7505153146408834,0.24446572142430348,0.005018963934813141,0
SULAWESI UTARA,Kepulauan Talaud,0.37734093813855507,0.6182103472869194,0.004448714574525535,1
SULAWESI UTARA,Minahasa Selatan,0.26645756372580204,0.7225824207126476,0.010960015561550534,1
SULAWESI UTARA,Minahasa Utara,0.00017018422585247613,0.9242001366906418,0.07562967908350587,1
SULAWESI UTARA,Bolaang Mongondow Utara,0.3774689516171805,0.6036418567057632,0.018889191677056338,1
SULAWESI UTARA,Siau Tagulandang Biaro,0.39818590150295846,0.5947542828663809,0.007059815630660581,1
SULAWESI UTARA,Minahasa Tenggara,0.7771786507692072,0.22073270302354814,0.002088646207244582,0
SULAWESI UTARA,Bolaang Mongondow Selatan,0.5630103621423326,0.427911186306034,0.00907845155163341,0
SULAWESI UTARA,Bolaang Mongondow Timur,0.37146759816456953,0.6063205644611759,0.022211837374254632,1
SULAWESI UTARA,Kota Manado,1.0415788335518611e-60,0.30823317063509764,0.6917668293649025,2
SULAWESI UTARA,Kota Bitung,1.168835545996768e-07,0.752232791920789,0.24776709119565635,1
SULAWESI UTARA,Kota Tomohon,0.5449698450439132,0.32987126063140915,0.12515889432467767,0
SULAWESI UTARA,Kota Kotamobagu,0.4907665901586823,0.4638420755178748,0.04539133432344303,0
SULAWESI TENGAH,Banggai Kepulauan,0.8144143360623468,0.1841396580092292,0.0014460059284239065,0
SULAWESI TENGAH,Banggai,1.515633624961698e-29,0.9914837750444199,0.008516224955580225,1
SULAWESI TENGAH,Morowali,0.0,0.00036167574866422805,0.9996383242513355,2
SULAWESI TENGAH,Poso,0.1486629866113414,0.8490828585156421,0.0022541548730162925,1
SULAWESI TENGAH,Donggala,0.0009084516723781194,0.9972779227585858,0.0018136255690362128,1
SULAWESI TENGAH,Toli-Toli,0.3911160400041827,0.6052591141864065,0.003624845809410816,1
SULAWESI TENGAH,Buol,0.8141412971090026,0.18448530476611016,0.0013733981248871898,0
SULAWESI TENGAH,Parigi Moutong,1.898334810539284e-09,0.9972678999307607,0.0027320981709044938,1
SULAWESI TENGAH,Tojo Una-Una,0.8970240546137765,0.10265574436286182,0.0003202010233616384,0
SULAWESI TENGAH,Sigi,0.14665232403725598,0.8489372880827635,0.004410387879980437,1
SULAWESI TENGAH,Banggai Laut,0.7375753006350049,0.25996973366914655,0.002454965695848605,0
SULAWESI TENGAH,Morowali Utara,0.00025736556949476776,0.9954516392807644,0.004290995149740947,1
SULAWESI TENGAH,Kota Palu,1.4308353320740258e-19,0.9591521782528332,0.04084782174716695,1
SULAWESI SELATAN,Kepulauan Selayar,0.7637570511686241,0.23439357371188468,0.00184937511949119,0
SULAWESI SELATAN,Bulukumba,0.0007766248658220427,0.9950514318047204,0.0041719433294574795,1
SULAWESI SELATAN,Bantaeng,0.30484196960616294,0.6881112917843597,0.007046738609477457,1
SULAWESI SELATAN,Jeneponto,0.043826620546075064,0.9523471180602905,0.003826261393634523,1
SULAWESI SELATAN,Takalar,0.12353250894457443,0.8696416069793714,0.006825884076054165,1
SULAWESI SELATAN,Gowa,2.5327669200032426e-16,0.9925723291975564,0.00742767080244331,1
SULAWESI SELATAN,Sinjai,0.021590163715460305,0.9737501315655727,0.004659704718966911,1
SULAWESI SELATAN,Maros,9.549287292005937e-10,0.9794085399427495,0.02059145910232172,1
SULAWESI SELATAN,Pangkajene Dan Kepulauan,5.421393534232933e-26,0.9936637697013265,0.006336230298673354,1
SULAWESI SELATAN,Barru,0.6400043654042238,0.3408764035814401,0.01911923101433601,0
SULAWESI SELATAN,Bone,2.396587824741205e-50,0.979646457781952,0.02035354221804795,1
SULAWESI SELATAN,Soppeng,0.03958755599848226,0.9541855493279191,0.006226894673598597,1
SULAWESI SELATAN,Wajo,4.5590380402729404e-12,0.9943761629991273,0.005623836996313723,1
SULAWESI SELATAN,Sidenreng Rappang,0.004821126738687652,0.9898058450102794,0.005373028251032965,1
SULAWESI SELATAN,Pinrang,1.7156221489851008e-12,0.9924472224516774,0.007552777546607098,1
SULAWESI SELATAN,Enrekang,0.5998966120140212,0.3976418862532394,0.0024615017327394265,0
SULAWESI SELATAN,Luwu,1.730225826478247e-06,0.9917182747296965,0.00827999504447705,1
SULAWESI SELATAN,Tana Toraja,0.6504208679214621,0.34687509189613497,0.0027040401824029794,0
SULAWESI SELATAN,Luwu Utara,0.001410776360702958,0.9928940080455637,0.005695215593733347,1
SULAWESI SELATAN,Luwu Timur,6.32866547770953e-19,0.990693046992364,0.009306953007636027,1
SULAWESI SELATAN,Toraja Utara,0.47833030087274686,0.51826812223132,0.0034015768959330538,1
SULAWESI SELATAN,Kota Makassar,0.0,8.330023834299127e-39,1.0,2
SULAWESI SELATAN,Kota Parepare,0.7012152704766126,0.28909804062311123,0.009686688900276116,0
SULAWESI SELATAN,Kota Palopo,0.45061860953833377,0.43061791135812827,0.11876347910353782,0
SULAWESI TENGGARA,Buton,0.8368323570023828,0.16097659877457648,0.0021910442230406867,0
SULAWESI TENGGARA,Muna,0.6322368241027636,0.363603622157305,0.0041595537399313895,0
SULAWESI TENGGARA,Konawe,0.011667848608509558,0.9801955843180286,0.008136567073461934,1
SULAWESI TENGGARA,Kolaka,8.632803980787489e-32,0.991496701207768,0.008503298792231917,1
SULAWESI TENGGARA,Konawe Selatan,0.000639558104353985,0.9943898357506635,0.004970606144982563,1
SULAWESI TENGGARA,Bombana,0.6083673263961813,0.38836240944532624,0.00327026415849251,0
SULAWESI TENGGARA,Wakatobi,0.8554249799324931,0.1438682029670293,0.000706817100477588,0
SULAWESI TENGGARA,Kolaka Utara,0.15045152148201887,0.8450247797014907,0.004523698816490403,1
SULAWESI TENGGARA,Buton Utara,0.8464088571525447,0.1526089176847261,0.000982225162729287,0
SULAWESI TENGGARA,Konawe Utara,0.8483443431403181,0.1505288601321304,0.0011267967275513735,0
SULAWESI TENGGARA,Kolaka Timur,0.8489110209521388,0.15002128783447916,0.0010676912133820633,0
SULAWESI TENGGARA,Konawe Kepulauan,0.8804066967507039,0.11931493372147813,0.0002783695278178678,0
SULAWESI TENGGARA,Muna Barat,0.7578376547416438,0.24019594899619692,0.0019663962621593945,0
SULAWESI TENGGARA,Buton Tengah,0.8482116321491532,0.15081316072161358,0.0009752071292332763,0
SULAWESI TENGGARA,Buton Selatan,0.8183301858842769,0.1799737977949674,0.0016960163207557235,0
SULAWESI TENGGARA,Kota Kendari,9.312793265213883e-22,0.9933502995606887,0.006649700439311314,1
SULAWESI TENGGARA,Kota Baubau,0.2058770829452348,0.759355300783424,0.03476761627134121,1
GORONTALO,Boalemo,0.9589367179515633,0.04102319253249802,4.008951593859545e-05,0
GORONTALO,Gorontalo,8.47369478878239e-05,0.9989083978195444,0.0010068652325677216,1
GORONTALO,Pohuwato,0.8487578055660417,0.15104842137802507,0.00019377305593332143,0
GORONTALO,Bone Bolango,0.910307906582342,0.08934485035606587,0.00034724306159214323,0
GORONTALO,Gorontalo Utara,0.9268463547983268,0.07296847798356534,0.00018516721810783482,0
GORONTALO,Kota Gorontalo,0.37019225654782556,0.6255882448538512,0.0042194985983233044,1
SULAWESI BARAT,Majene,0.834854304451851,0.16416165104542227,0.0009840445027266096,0
SULAWESI BARAT,Polewali Mandar,4.0367734996860895e-05,0.9973451941483821,0.002614438116620972,1
SULAWESI BARAT,Mamasa,0.7736507200860274,0.2248057207571163,0.0015435591568562289,0
SULAWESI BARAT,Mamuju,0.0064592303274178435,0.9878182670255655,0.00572250264701671,1
SULAWESI BARAT,Mamuju Utara,0.09071948309103023,0.907690822441616,0.0015896944673537163,1
SULAWESI BARAT,Mamuju Tengah,0.47085484466741967,0.526710733839693,0.002434421492887312,1
MALUKU,Maluku Tenggara Barat,0.9997239543456596,0.0002760454591827273,1.951575559238061e-10,0
MALUKU,Maluku Tenggara,0.9943708970230352,0.005628602737025638,5.002399391740541e-07,0
MALUKU,Maluku Tengah,0.5925394910920491,0.40703661452196643,0.0004238943859840211,0
MALUKU,Buru,0.8991421431169445,0.10038078617704271,0.0004770707060128319,0
MALUKU,Kepulauan Aru,0.9994977501108201,0.0005022485081953861,1.3809846159969633e-09,0
MALUKU,Seram Bagian Barat,0.9987299539404516,0.0012700374006047476,8.658943611104136e-09,0
MALUKU,Seram Bagian Timur,0.9961430891159974,0.003856708522549369,2.0236145337030088e-07,0
MALUKU,Maluku Barat Daya,0.9999575228696932,4.2477126533556365e-05,3.773248713386034e-12,0
MALUKU,Buru Selatan,0.7084223852254845,0.2902114440399471,0.0013661707345683368,0
MALUKU,Kota Ambon,2.182945306838872e-05,0.4107699207833629,0.5892082497635692,2
MALUKU,Kota Tual,0.9894323456821291,0.010566110302824179,1.544015046878447e-06,0
MALUKU UTARA,Halmahera Barat,0.3596284903432866,0.633193598698297,0.0071779109584162275,1
MALUKU UTARA,Halmahera Tengah,0.6156214919870193,0.38104512803118173,0.0033333799817989044,0
MALUKU UTARA,Kepulauan Sula,0.3525375847514579,0.6425439293030781,0.004918485945463983,1
MALUKU UTARA,Halmahera Selatan,0.20904388328861354,0.7900078904789567,0.0009482262324298135,1
MALUKU UTARA,Halmahera Utara,0.7015093752650332,0.2641732078765868,0.03431741685838019,0
MALUKU UTARA,Halmahera Timur,0.8427075325126449,0.15333259003757718,0.003959877449777983,0
MALUKU UTARA,Pulau Morotai,0.13146815334888368,0.8191420665690885,0.04938978008202797,1
MALUKU UTARA,Pulau Taliabu,0.1634939830387348,0.787526691488177,0.04897932547308822,1
MALUKU UTARA,Kota Ternate,0.21445686722149906,0.780981043298035,0.004562089480465892,1
MALUKU UTARA,Kota Tidore Kepulauan,0.40900602789758456,0.5882789117395965,0.002715060362818873,1
PAPUA BARAT,Fakfak,0.989729796437508,0.010269174786587083,1.0287759049322701e-06,0
PAPUA BARAT,Kaimana,0.8558791027806819,0.14337445159844558,0.0007464456208724863,0
PAPUA BARAT,Teluk Wondama,0.9999928290093343,7.170990641694792e-06,2.3947552313639838e-14,0
PAPUA BARAT,Teluk Bintuni,1.2060369981984612e-67,0.9999999944393245,5.560674608406163e-09,1
PAPUA BARAT,Manokwari,0.354214868131082,0.6455522141334178,0.00023291773550065866,1
PAPUA BARAT,Sorong Selatan,0.9315008211342869,0.06837096635556367,0.00012821251014938167,0
PAPUA BARAT,Sorong,0.0056821440565979564,0.9943177042274344,1.5171596687751876e-07,1
PAPUA BARAT,Raja Ampat,0.9410246594835188,0.05881594852419264,0.00015939199228858625,0
PAPUA BARAT,Tambrauw,0.999999064174196,9.358258035102585e-07,2.313839610866292e-16,0
PAPUA BARAT,Maybrat,0.9999902068249078,9.793175014592062e-06,7.748152011366937e-14,0
PAPUA BARAT,Manokwari Selatan,0.999933380204339,6.66197894079028e-05,6.253074764628722e-12,0
PAPUA BARAT,Pegunungan Arfak,0.9999996271897638,3.7281023603195794e-07,3.877360613767594e-17,0
PAPUA BARAT,Kota Sorong,1.2952369924016189e-05,0.9666746781504216,0.03331236947965431,1
PAPUA,Merauke,1.4065590856223989e-06,0.9952612778534426,0.0047373155874716084,1
PAPUA,Jayawijaya,0.9999965694511116,3.4305488886038764e-06,1.2171710788091167e-18,0
PAPUA,Jayapura,7.596116548570937e-06,0.9629441440668608,0.037048259816590434,1
PAPUA,Nabire,0.033987775560997247,0.9659987179799139,1.350645908924768e-05,1
PAPUA,Kepulauan Yapen,0.9991663011960914,0.0008336962241115174,2.579797123493862e-09,0
PAPUA,Biak Numfor,0.9936737831248919,0.006326032094744599,1.8478036399292623e-07,0
PAPUA,Paniai,0.9999997260873734,2.7391262640206583e-07,6.275326725849905e-19,0
PAPUA,Puncak Jaya,0.9999999137720722,8.622792773946546e-08,4.1498321342870493e-19,0
PAPUA,Mimika,0.0,8.580254161875237e-09,0.9999999914197462,2
PAPUA,Boven Digoel,0.9718902316264959,0.028078507623059343,3.126075044469122e-05,0
PAPUA,Mappi,0.999359534356811,0.000640463727459771,1.9157291248178078e-09,0
PAPUA,Asmat,0.9983308666719386,0.0016690934466693443,3.988139204105453e-08,0
PAPUA,Yahukimo,0.9999999810979465,1.890205353218181e-08,2.7920257256323143e-21,0
PAPUA,Pegunungan Bintang,0.9999777544444566,2.2245555316055538e-05,2.273329644848813e-13,0
PAPUA,Tolikara,0.9999973265889743,2.6734110209378567e-06,4.709493618747828e-15,0
PAPUA,Sarmi,0.7461306074656402,0.25127019399758393,0.0025991985367759293,0
PAPUA,Keerom,0.8616083136427892,0.1378669358530488,0.0005247505041620696,0
PAPUA,Waropen,0.9999017277602558,9.827223772396475e-05,2.020632831118666e-12,0
PAPUA,Supiori,0.9999999889268842,1.1073115729895626e-08,8.91615543304355e-22,0
PAPUA,Mamberamo Raya,0.9999169505937225,8.304938722692895e-05,1.905047500927272e-11,0
PAPUA,Nduga *,0.9999999766969123,2.3303087465481085e-08,5.2005463108991964e-20,0
PAPUA,Lanny Jaya,0.9999999953328067,4.6671931493949795e-09,5.547831818801835e-22,0
PAPUA,Mamberamo Tengah,0.9999999637642059,3.623579396930733e-08,8.503512247012327e-20,0
PAPUA,Yalimo,0.9999985384209557,1.4615790427726365e-06,1.5798080254228086e-15,0
PAPUA,Puncak,0.9999999369926675,6.300733249861544e-08,3.435996545935596e-19,0
PAPUA,Dogiyai,0.9998725600616095,0.00012743992516092183,1.3229456271770998e-11,0
PAPUA,Intan Jaya,0.999999999883245,1.1675488199888584e-10,1.0944594859966998e-26,0
PAPUA,Deiyai,0.9999999995624553,4.375445061873013e-10,6.892963621332225e-25,0
PAPUA,Kota Jayapura,1.1639599624287757e-46,0.7415135273030794,0.2584864726969203,1
